"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
		229.98	3.48398e-005	229.98	3.48398e-005
				229.98	3.48398e-005
				231.445	4.4264e-005
				231.445	4.4264e-005
				231.445	4.4264e-005
		232.91	7.1811e-005	232.91	6.53649e-005
		232.91	6.53649e-005	232.91	6.53649e-005
				232.91	6.53649e-005
234.375	0.000482687			234.375	4.35385e-005
234.375	4.35385e-005			234.375	4.35385e-005
				234.375	4.35385e-005
		235.84	6.11613e-005	235.84	3.75503e-005
		235.84	3.75503e-005	235.84	3.75503e-005
				235.84	3.75503e-005
		237.305	7.57111e-005	237.305	4.75784e-005
		237.305	4.75784e-005	237.305	4.75784e-005
				237.305	4.75784e-005
		238.77	4.4172e-005	238.77	3.49101e-005
		238.77	3.49101e-005	238.77	3.49101e-005
				238.77	3.49101e-005
				240.234	5.88954e-005
				240.234	5.88954e-005
				240.234	5.88954e-005
241.699	0.000376397			241.699	7.03757e-005
241.699	7.03757e-005			241.699	7.03757e-005
				241.699	7.03757e-005
				243.164	9.13006e-005
				243.164	9.13006e-005
				243.164	9.13006e-005
				244.629	4.85423e-005
				244.629	4.85423e-005
				244.629	4.85423e-005
				246.094	4.46374e-005
				246.094	4.46374e-005
				246.094	4.46374e-005
				247.559	6.69812e-005
				247.559	6.69812e-005
				247.559	6.69812e-005
249.023	0.000368616			249.023	7.97023e-005
249.023	7.97023e-005			249.023	7.97023e-005
				249.023	7.97023e-005
				250.488	6.27235e-005
				250.488	6.27235e-005
				250.488	6.27235e-005
				251.953	3.50998e-005
				251.953	3.50998e-005
				251.953	3.50998e-005
				253.418	4.49636e-005
				253.418	4.49636e-005
				253.418	4.49636e-005
254.883	0.000317538			254.883	4.66053e-005
254.883	4.66053e-005			254.883	4.66053e-005
				254.883	4.66053e-005
				256.348	8.34734e-005
				256.348	8.34734e-005
				256.348	8.34734e-005
		257.813	3.30574e-005	257.813	2.60386e-005
		257.813	2.60386e-005	257.813	2.60386e-005
				257.813	2.60386e-005
				259.277	7.64758e-005
				259.277	7.64758e-005
				259.277	7.64758e-005
		260.742	4.10048e-005	260.742	2.44549e-005
		260.742	2.44549e-005	260.742	2.44549e-005
				260.742	2.44549e-005
				262.207	2.83539e-005
				262.207	2.83539e-005
				262.207	2.83539e-005
263.672	0.00030682			263.672	3.67749e-005
263.672	3.67749e-005			263.672	3.67749e-005
				263.672	3.67749e-005
				265.137	7.17002e-005
				265.137	7.17002e-005
				265.137	7.17002e-005
				266.602	9.8392e-005
				266.602	9.8392e-005
				266.602	9.8392e-005
				268.066	0.000106175
				268.066	0.000106175
				268.066	0.000106175
		269.531	8.56632e-005	269.531	7.2829e-005
		269.531	7.2829e-005	269.531	7.2829e-005
				269.531	7.2829e-005
270.996	0.000346164			270.996	1.13666e-005
270.996	1.13666e-005			270.996	1.13666e-005
				270.996	1.13666e-005
		272.461	8.67439e-005	272.461	1.34095e-005
		272.461	1.34095e-005	272.461	1.34095e-005
				272.461	1.34095e-005
		273.926	6.83832e-005	273.926	3.21462e-005
		273.926	3.21462e-005	273.926	3.21462e-005
				273.926	3.21462e-005
		275.391	7.91794e-005	275.391	7.46918e-005
		275.391	7.46918e-005	275.391	7.46918e-005
				275.391	7.46918e-005
		276.855	7.13186e-005	276.855	1.88238e-005
		276.855	1.88238e-005	276.855	1.88238e-005
				276.855	1.88238e-005
278.32	0.000326323			278.32	2.87821e-005
278.32	2.87821e-005			278.32	2.87821e-005
				278.32	2.87821e-005
		279.785	8.96136e-005	279.785	5.49858e-005
		279.785	5.49858e-005	279.785	5.49858e-005
				279.785	5.49858e-005
				281.25	8.80659e-005
				281.25	8.80659e-005
				281.25	8.80659e-005
				282.715	8.42671e-005
				282.715	8.42671e-005
				282.715	8.42671e-005
				284.18	0.00010547
				284.18	0.00010547
				284.18	0.00010547
		285.645	0.000114641	285.645	2.46606e-005
		285.645	2.46606e-005	285.645	2.46606e-005
				285.645	2.46606e-005
287.109	0.000246183			287.109	0.000107789
287.109	0.000107789			287.109	0.000107789
				287.109	0.000107789
		288.574	9.43516e-005	288.574	7.33315e-005
		288.574	7.33315e-005	288.574	7.33315e-005
				288.574	7.33315e-005
				290.039	6.72693e-005
				290.039	6.72693e-005
				290.039	6.72693e-005
		291.504	2.94501e-005	291.504	2.61137e-005
		291.504	2.61137e-005	291.504	2.61137e-005
				291.504	2.61137e-005
		292.969	9.25273e-005	292.969	3.63413e-005
		292.969	3.63413e-005	292.969	3.63413e-005
				292.969	3.63413e-005
		294.434	3.99755e-005	294.434	3.79938e-005
		294.434	3.79938e-005	294.434	3.79938e-005
				294.434	3.79938e-005
295.898	0.000228494			295.898	9.19644e-005
295.898	9.19644e-005			295.898	9.19644e-005
				295.898	9.19644e-005
		297.363	5.0891e-005	297.363	4.76277e-005
		297.363	4.76277e-005	297.363	4.76277e-005
				297.363	4.76277e-005
				298.828	7.02003e-005
				298.828	7.02003e-005
				298.828	7.02003e-005
		300.293	8.89902e-005	300.293	4.98866e-005
		300.293	4.98866e-005	300.293	4.98866e-005
				300.293	4.98866e-005
				301.758	6.28918e-005
				301.758	6.28918e-005
				301.758	6.28918e-005
303.223	0.000236741			303.223	5.97293e-005
303.223	5.97293e-005			303.223	5.97293e-005
				303.223	5.97293e-005
		304.688	3.31825e-005	304.688	1.81859e-005
		304.688	1.81859e-005	304.688	1.81859e-005
				304.688	1.81859e-005
				306.152	5.17248e-005
				306.152	5.17248e-005
				306.152	5.17248e-005
		307.617	9.42793e-005	307.617	3.03576e-005
		307.617	3.03576e-005	307.617	3.03576e-005
				307.617	3.03576e-005
		309.082	3.03026e-005	309.082	9.83201e-006
		309.082	9.83201e-006	309.082	9.83201e-006
				309.082	9.83201e-006
				310.547	8.25414e-005
				310.547	8.25414e-005
				310.547	8.25414e-005
		312.012	4.91143e-005	312.012	2.33326e-005
		312.012	2.33326e-005	312.012	2.33326e-005
				312.012	2.33326e-005
313.477	0.000170639			313.477	3.69877e-005
313.477	3.69877e-005			313.477	3.69877e-005
				313.477	3.69877e-005
		314.941	0.000112358	314.941	1.45699e-005
		314.941	1.45699e-005	314.941	1.45699e-005
				314.941	1.45699e-005
		316.406	7.10264e-005	316.406	5.1126e-005
		316.406	5.1126e-005	316.406	5.1126e-005
				316.406	5.1126e-005
		317.871	9.74557e-005	317.871	5.31662e-005
		317.871	5.31662e-005	317.871	5.31662e-005
				317.871	5.31662e-005
		319.336	5.66136e-005	319.336	2.41534e-005
		319.336	2.41534e-005	319.336	2.41534e-005
				319.336	2.41534e-005
		320.801	0.000103173	320.801	5.06878e-005
		320.801	5.06878e-005	320.801	5.06878e-005
				320.801	5.06878e-005
322.266	0.000110292			322.266	1.92291e-005
322.266	1.92291e-005			322.266	1.92291e-005
				322.266	1.92291e-005
				323.73	5.20229e-005
				323.73	5.20229e-005
				323.73	5.20229e-005
		325.195	6.71707e-005	325.195	5.5155e-005
		325.195	5.5155e-005	325.195	5.5155e-005
				325.195	5.5155e-005
		326.66	9.58873e-005	326.66	4.21646e-005
		326.66	4.21646e-005	326.66	4.21646e-005
				326.66	4.21646e-005
		328.125	7.72111e-005	328.125	2.73053e-005
