"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
				232.91	8.79676e-005
234.375	0.00269892			234.375	6.9376e-005
234.375	6.9376e-005			234.375	6.9376e-005
				234.375	6.9376e-005
		235.84	0.000313238	235.84	6.75828e-005
		235.84	6.75828e-005	235.84	6.75828e-005
				235.84	6.75828e-005
		237.305	7.37143e-005	237.305	4.21833e-006
		237.305	4.21833e-006	237.305	4.21833e-006
				237.305	4.21833e-006
		238.77	8.03248e-005	238.77	1.11392e-005
		238.77	1.11392e-005	238.77	1.11392e-005
				238.77	1.11392e-005
		240.234	0.000595052	240.234	6.4995e-005
		240.234	6.4995e-005	240.234	6.4995e-005
				240.234	6.4995e-005
241.699	0.00242288			241.699	5.57449e-005
241.699	5.57449e-005			241.699	5.57449e-005
				241.699	5.57449e-005
		243.164	0.00042867	243.164	3.91688e-005
		243.164	3.91688e-005	243.164	3.91688e-005
				243.164	3.91688e-005
		244.629	0.000196802	244.629	6.06099e-005
		244.629	6.06099e-005	244.629	6.06099e-005
				244.629	6.06099e-005
		246.094	7.60506e-005	246.094	1.51756e-005
		246.094	1.51756e-005	246.094	1.51756e-005
				246.094	1.51756e-005
		247.559	0.000219769	247.559	4.78562e-005
		247.559	4.78562e-005	247.559	4.78562e-005
				247.559	4.78562e-005
249.023	0.00227317			249.023	5.33344e-005
249.023	5.33344e-005			249.023	5.33344e-005
				249.023	5.33344e-005
		250.488	0.000576669	250.488	5.08593e-005
		250.488	5.08593e-005	250.488	5.08593e-005
				250.488	5.08593e-005
				251.953	9.12562e-005
				251.953	9.12562e-005
				251.953	9.12562e-005
		253.418	0.000209729	253.418	3.40819e-005
		253.418	3.40819e-005	253.418	3.40819e-005
				253.418	3.40819e-005
254.883	0.00180217			254.883	4.3543e-005
254.883	4.3543e-005			254.883	4.3543e-005
				254.883	4.3543e-005
		256.348	0.000264499	256.348	5.33734e-005
		256.348	5.33734e-005	256.348	5.33734e-005
				256.348	5.33734e-005
